投币
26.6万
7.2万
31.1万
26.3万
39.3万
22.4万
18.6万
4.6万
21.1万
4.5万
7.4万
4.3万
153.9万
8.5万
15.5万
7.0万
27.6万
21.0万
34.7万
2756
23.1万
17.5万
11.2万
55.3万
7.1万
77.5万
4.1万
6.6万
13.6万
13.5万
8.8万
14.9万
11.5万
18.8万
13.5万
5.2万
7.2万
8.8万
23.2万
108.1万
35.0万
8.1万
55.8万
14.0万
8.5万
15.2万
39.5万
4.7万
8.0万
23.2万
22.1万
14.6万
19.1万
11.5万
154.5万
23.7万
42.6万
29.9万
47.5万
25.7万
29.4万
24.9万
19.8万
19.5万
14.3万
16.6万
17.5万
20.8万
10.9万
5.8万
23.3万
20.0万
17.8万
11.0万
33.8万
3.3万
6.3万
131.1万
2.0万
10.3万
4.8万
21.7万
36.5万
8.4万
26.6万
41.9万
5.2万
15.1万
7.9万
9.6万
20.9万
11.9万
13.8万
31.2万
4.8万
67.4万
80.1万
42.5万
6.1万
41.0万
12.1万
6.8万
1.6万
5.4万
15.8万
5.3万
2.6万
15.6万
39.1万
29.8万
4.2万
23.4万
15.8万
8.2万
13.7万
58.6万
53.3万
30.7万
4.1万
27.7万
12.4万
15.5万
45.0万
12.1万
12.2万
12.1万
59.9万
16.1万
4.3万
10.8万
17.5万
8.2万
2.9万
31.0万
9.8万
9.9万
5.1万
262.3万
236.1万
130.7万
13.1万
15.0万
32.7万
28.1万
29.8万
26.6万
28.8万
25.2万
17.2万
27.3万
38.6万
15.0万
18.6万
23.9万
24.2万
47.1万
33.6万
70.3万
4.8万
9.4万
5.1万
31.9万
57.4万
38.2万
7.7万
18.8万
15.9万
20.6万
12.9万
34.7万
20.5万
33.2万
47.7万
12.6万
9.4万
9.7万
19.3万
11.4万
3.9万
12.4万
1.5万
22.3万
40.2万
71.3万
23.1万
65.3万
49.6万
39.7万
38.8万
16.1万
32.6万
16.2万
15.5万
11.5万
31.0万
16.5万
11.7万
24.9万
16.4万
10.0万
32.2万
10.3万
7.5万
28.5万
5.4万
6.8万
3.0万
4.3万
70.5万
83.2万
35.6万
39.6万
33.3万
68.1万
80.6万
13.9万
26.9万
10.8万
18.5万
25.1万
10.0万
11.8万
20.0万
18.7万
20.5万
11.4万
50.7万
8.9万
11.4万
15.6万
22.3万
7.1万
12.3万
13.0万
6.7万
21.1万
5.5万
24.6万
19.4万
21.5万
19.7万
41.2万
15.9万
2156
32.8万
19.8万
20.6万
3.3万
7.6万
5.1万
22.4万
3.9万
117.4万
2.2万
2.4万
22.4万
7.4万
8.5万
3.1万
46.0万
7.4万
78.3万
12.5万
7.2万
21.6万
11.5万
29.0万
1.3万
2.0万
5.3万
7.2万
3.7万
9043
2.8万
2.4万
10.2万
16.7万
19.9万
8.0万
17.2万
20.3万
19.9万
29.9万
4.7万
19.7万
4.3万
8318
11.0万
15.1万
7.4万
7.6万
4.7万
9.6万
1.8万
1104
10.8万
6.6万
4.4万
2.7万
8.6万
7.5万
4.4万
2.9万
31.1万
11.9万
59.0万
6.5万
63.3万
20.0万
33.0万
29.4万
5.5万
12.2万
9.6万
4.7万
13.6万
9.6万
2.8万
15.6万
6.2万
27.0万
12.2万
49.8万
7.8万
1.5万
2.0万
8.9万
4.1万
3.2万
9.9万
49.1万
7.7万
15.9万
4.2万
2.2万
3.5万
25.2万
63.6万
10.8万
4.1万
29.7万
20.6万
5.8万
4.5万
21.9万
6.7万
5.2万
4.4万
19.1万
34.9万
13.3万
1.3万
5.6万
5.9万
13.6万
8.2万
1.2万
11.7万
20.1万
4.6万
54.8万
28.8万
16.1万
11.2万
30.6万
31.1万
12.1万
24.4万
27.9万
11.1万
25.4万
10.5万
35.5万
8.6万
2.2万
2.5万
12.2万
11.2万
21.5万
12.4万
7557
224.3万
62.7万
28.7万
106.9万
16.6万
53.5万
41.9万
28.7万
6.2万
25.9万
14.4万
19.3万
9.1万
245.3万
23.2万
47.8万
3.9万
15.3万
5.2万
6.3万
17.1万
12.5万
2.6万
8.1万
8.9万
6.5万
5.1万
1.6万
16.4万
58.0万
16.4万
14.0万
17.9万
3.5万
16.6万
4.7万
9.8万
11.6万
10.6万
16.7万
12.7万
8877
13.1万
1.3万
118.7万
43.7万
56.0万
53.3万
12.3万
13.6万
31.1万
29.5万
22.0万
17.1万
24.1万
15.0万
26.6万
22.3万
16.2万
5.0万
3.5万
19.3万
6.5万
21.3万
2.6万
14.1万
20.3万
10.4万
18.9万
6.4万
25.0万
15.8万
13.8万
2.5万
6923
12.6万
5.3万
54.4万
142.7万
47.2万
35.8万
4.0万
33.0万
88.7万
6.1万
33.2万
41.3万
16.1万
30.3万
16.5万
21.2万
56.1万
22.8万
11.2万
32.4万
4.5万
28.2万
7.0万
11.0万
1.9万
10.6万
6986
4.4万
12.2万
3.1万
5.4万
15.2万
12.1万
55.4万
94.3万
61.7万
44.1万
23.2万
3.5万
6.3万
12.8万
17.7万
8.0万
14.2万
37.4万
3.2万
14.5万
20.4万
6.0万
16.9万
17.1万
13.8万
2.4万
4.5万
5.3万
10.0万
13.4万
4.2万
102.3万
10.4万
21.3万
23.7万
28.1万
1484
1.7万
31.6万
21.9万
12.6万
8.3万
10.5万
26.9万
4.4万
4.4万
38.6万
17.1万
14.9万
13.9万
5.1万
2.8万
1.2万
7.1万
7.7万
6.6万
12.4万
13.6万
17.5万
6.9万
5.4万
8.4万
12.2万
5.0万
26.0万
25.4万
18.5万
35.6万
17.0万
5.9万
16.1万
21.4万
15.5万
12.8万
4.4万
2.8万
16.6万
9.3万
8.4万
9.9万
9.1万
8.7万
6320
9384
45.4万
4.1万
13.8万
41.7万
31.8万
23.4万
74.6万
22.4万
1.7万
21.9万
14.4万
22.6万
16.9万
17.8万
12.5万
9965
14.3万
5.5万
12.7万
8.8万
22.0万
2.9万
16.2万
3.5万
1.6万
1.5万
7.0万
36.3万
25.6万
13.2万
74.7万
30.9万
11.4万
50.2万
27.1万
2.8万
12.5万
6.4万
5.1万
16.6万
7620
16.2万
14.2万
5.2万
7.4万
21.9万
17.5万
12.0万
9.0万
9.8万
15.7万
21.7万
4.1万
3.1万
15.8万
1850
18.1万
31.9万
3805
5.1万
152.4万
8.1万
38.3万
21.7万
13.8万
16.3万
1.7万
1.5万
11.8万
5.4万
13.8万
5.4万
21.4万
2.5万
12.3万
12.8万
5.0万
2.8万
3.8万
7918
4.1万
4827
6.5万
6619
18.8万
136.7万
7.3万
44.5万
20.3万
29.2万
15.4万
20.5万
17.5万
10.6万
11.5万
1.4万
20.2万
4954
12.4万
16.3万
12.3万
1.8万
9.5万
12.4万
13.0万
1.6万
3.3万
3.7万
8.9万
1.3万
16.3万
2434
163.1万
104.2万
24.5万
14.0万
18.8万
11.8万
1.9万
14.1万
78.3万
60.9万
27.0万
7.8万
9.6万
6.1万
5.8万
3.5万
1.7万
13.8万
26.2万
7.8万
7.4万
8.6万
3.0万
6.9万
3.1万
1.3万
21.5万
50.2万
8.8万
14.7万
18.7万
2.0万
13.8万
35.6万
24.2万
4.6万
29.1万
8626
3.6万
1.6万
11.0万
9.1万
9.6万
8.4万
5.4万
1.2万
6.4万
3.5万
38.0万
6.0万
15.5万
7.0万
19.7万
7.5万
8.9万
6.8万
28.0万
16.5万
8.9万
1.1万
3.7万
7.2万
11.7万
15.3万
4.1万
27.8万
70.5万
5.3万
1.5万
1.1万
2.7万
5156
8.1万
8.0万
82.3万
50.1万
31.4万
21.5万
6.1万
10.7万
14.2万
31.4万
24.0万
11.0万
8.0万
5.8万
12.6万
10.5万
10.0万
2.0万
13.7万
15.6万
13.4万
5471
2.6万
3.8万
1.7万
4.6万
2269
11.8万
188.0万
38.1万
36.9万
10.2万
29.3万
9.6万
8584
1.2万
6.8万
15.6万
5430
8.1万
35.2万
8.4万
7.7万
6.8万
3436
14.5万
1.9万
4.3万
162.7万
21.2万
26.5万
10.4万
3.3万
10.0万
2.4万
16.0万
12.1万
12.0万
12.3万
5.9万
6.6万
2.9万
617
17.5万
13.9万
8.6万
5.2万
17.4万
12.0万
1.4万
11.7万
11.2万
12.9万
37.8万
1.5万
14.4万
14.5万
2.7万
22.5万
17.7万
21.2万
26.3万
8.1万
13.2万
6709
83.8万
36.5万
68.0万
68.1万
21.4万
27.8万
18.3万
7.9万
5.8万
3.9万
13.1万
23.3万
4.5万
6.5万
14.1万
1994
10.7万
10.2万
6.2万
1.4万
29.9万
10.9万
12.9万
3.0万
3.6万
2.1万
16.3万
78.1万
9.9万
18.8万
24.7万
17.5万
36.6万
9272
21.3万
6.4万
15.4万
6.0万
17.5万
16.8万
10.0万
8.3万
3.6万
3.5万
24.3万
2971
1.7万
5.3万
9.3万
13.1万
19.4万
8.7万
78.9万
37.3万
5.7万
7.2万
28.5万
3.9万
8.4万
18.9万
3.9万
3.4万
80.4万
7.4万
14.3万
5.8万
5.4万
7.7万
17.4万
3.2万
16.4万
6.9万
15.7万
13.7万
7.0万
4.1万
4.3万
3.0万
7.2万
68.8万
6.1万
14.3万
1.7万
18.8万
26.9万
7.3万
17.5万
12.2万
10.2万
9.1万
43.3万
8.5万
15.1万
10.5万
5.6万
4.1万
14.0万
3.9万
2.6万
11.2万
16.3万
9.8万
4.6万
4.8万
3.1万
143.6万
52.2万
16.5万
41.0万
13.8万
25.5万
20.9万
7.4万
16.0万
26.2万
20.1万
11.0万
6.8万
9.1万
7.4万
1.0万
7.7万
2.5万
5.6万
10.3万
1160
4.4万
7.6万
1.1万
21.5万
3.6万
49.3万
37.8万
26.1万
3.6万
3.6万
10.8万
155.2万
11.1万
34.3万
32.9万
9.4万
15.5万
6.2万
14.1万
3.0万
3.8万
17.9万
7.4万
2.0万
15.2万
11.8万
3.5万
14.5万
5.2万
10.8万
11.8万
1.5万
7.4万
7.8万
7636
18.6万
7.4万
6.0万
19.6万
23.4万
33.9万
22.3万
12.9万
11.1万
12.3万
2.7万
31.4万
7.3万
15.2万
9.1万
10.4万
17.4万
15.5万
17.3万
5.0万
2.9万
3.0万
6.9万
6.7万
2.7万
27.7万
51.1万
14.0万
51.1万
16.5万
14.4万
12.6万
37.7万
24.6万
6.5万
13.8万
6.1万
6.4万
18.8万
3.2万
5.5万
15.0万
5.8万
9036
5.3万
36.8万
3.0万
4.8万
18.6万
4.3万
2.3万
7.1万
9.9万
11.9万
270.7万
32.6万
14.0万
14.5万
26.9万
16.2万
60.5万
13.1万
6.3万
16.1万
32.9万
7.1万
1.7万
31.9万
12.8万
18.4万
2.9万
2.6万
7.6万
6.5万
21.4万
8.1万
21.2万
6.6万
16.8万
9.4万
50.1万
105.9万
32.7万
83.9万
10.0万
24.2万
54.0万
2.9万
9.7万
7.0万
11.8万
12.5万
13.7万
2.5万
2634
6232
8.4万
7.4万
5.1万
9.5万
51.9万
24.0万
28.4万
12.3万
12.8万
7.2万
12.3万
11.4万
10.3万
10.2万
12.2万
5.8万
1.1万
2.8万
12.8万
12.2万
2.1万
27.3万
2.3万
13.0万
11.7万
11.1万
717.3万
175.5万
21.0万
10.7万
51.9万
29.8万
25.1万
34.3万
38.8万
22.6万
45.4万
20.5万
6.6万
7.2万
10.1万
71.0万
2.7万
3.8万
8.0万
30.1万
1.4万
9.9万
18.3万
5.4万
28.5万
1.7万
15.0万
6927
50.7万
21.6万
9.7万
25.2万
13.8万
13.5万
3.4万
23.8万
11.3万
26.0万
5.4万
6.6万
11.2万
3.4万
6.0万
3.0万
9768
3.5万
5.5万
4.6万
3.9万
6.8万
3.9万
4.7万
25.6万
33.6万
32.3万
18.4万
20.2万
32.2万
4.3万
19.4万
29.5万
3.0万
13.2万
11.6万
14.6万
5930
5.4万
17.0万
3.8万
14.4万
17.6万
7.7万
17.2万
5.7万
9.1万
18.6万
1.8万
2.1万
25.3万
24.6万
36.0万
15.4万
25.4万
130.5万
12.4万
23.9万
13.0万
12.6万
28.4万
10.4万
7.6万
5.5万
38.3万
3558
5.8万
3.8万
26.4万
2.1万
5.7万
3.0万
92.7万
28.1万
1.9万
5.6万
54.2万
39.4万
26.2万
18.0万
3.5万
26.3万
9.4万
9.4万
17.7万
9.1万
5.6万
15.8万
45.3万
9883
45.4万
7.5万
32.6万
6.1万
4.8万
4.1万
5335
10.5万
8.0万
6.3万
2.1万
3.1万
8.1万
19.0万
19.5万
14.9万
17.0万
2.4万
12.0万
27.2万
17.5万
2.5万
6.9万
16.3万
8.8万
14.4万
7.3万
4.9万
10.6万
16.1万
19.3万
2.3万
9.5万
2.4万
6.3万
3.5万
5.6万
7.4万
7108
1413
4.3万
7.1万
44.5万
2684
25.6万
28.7万
12.9万
13.5万
2.3万
7.6万
8.3万
3.6万
15.1万
12.9万
5.2万
15.0万
7.9万
6.4万
5.4万
4.0万
4.1万
4.9万
2.3万
2.1万
3.1万
1.3万
45.8万
8.9万
104.1万
28.0万
13.1万
4.1万
11.5万
6.7万
2.9万
9.1万
6.3万
5.0万
6.8万
12.2万
8.5万
4.2万
7.4万
1.2万
12.6万
10.9万
26.6万
3.2万
4.8万
2.5万
3.8万
4.1万
3912
83.2万
19.2万
41.8万
14.5万
13.2万
9.6万
5.8万
7.1万
9.4万
16.3万
3888
9880
26.3万
6544
2.0万
3129
7.3万
3.1万
31.3万
24.5万
18.3万
25.1万
16.4万
5.3万
12.4万
32.0万
1.1万
12.5万
6.4万
26.6万
9.3万
1.6万
8.0万
1.9万
13.2万
3.1万
10.5万
3.8万
9.6万
1.3万
4963
9.4万
7.3万
11.5万
58.9万
32.4万
5.7万
31.9万
17.8万
22.6万
18.8万
12.3万
19.8万
22.9万
14.4万
16.8万
9.5万
5.1万
8.9万
3.4万
1.8万
15.2万
13.5万
4.3万
6.0万
1.2万
7.0万
52.6万
12.7万
5.1万
21.6万
13.1万
14.1万
2.4万
5.8万
3.2万
4.5万
1.3万
1984
15.2万
4.5万
4.4万
7.4万
7772
6619
3943
8.8万
5.0万
21.4万
22.7万
17.7万
18.6万
43.4万
12.5万
7.8万
7.1万
10.6万
4.7万
2.8万
13.4万
1.5万
6.7万
9.0万
2.9万
10.0万
3.9万
1.4万
3210
2.6万
5122
1.1万
5787
234.1万
58.0万
9.6万
38.8万
19.7万
186.6万
37.0万
5.3万
21.5万
19.3万
16.6万
5.6万
2.2万
13.0万
9.1万
3468
19.6万
2.9万
5756
32.5万
8.5万
1.5万
2760
1.8万
2.4万
5.5万
48.6万
26.0万
30.3万
18.2万
30.3万
17.5万
18.7万
17.2万
23.5万
25.1万
58.3万
5.7万
5.7万
5.0万
10.6万
9.0万
17.7万
14.4万
13.5万
2118
7.6万
2.6万
28.3万
4.5万
9840
11.8万
2.8万
9.4万
5.0万
14.8万
7301
29.9万
34.1万
4.7万
11.4万
6.3万
7.3万
5131
10.6万
4.5万
14.4万
3.6万
7.4万
6.7万
9187
9.9万
5.9万
13.9万
5.9万
3.4万
2.5万
2.2万
4058
11.3万
4.4万
22.8万
20.0万
14.8万
2.5万
15.8万
14.2万
17.3万
7.1万
4.8万
9.7万
5.2万
9.1万
5488
8066
4.0万
8252
2.4万
7.6万
2.2万
16.7万
2.3万
1067
63.5万
20.6万
27.2万
19.5万
14.1万
3.7万
9.9万
6.9万
73.6万
11.9万
20.4万
8.6万
12.6万
5.7万
7235
5.1万
2.4万
2.3万
12.0万
1.5万
7.6万
5379
2.9万
1.7万
1.0万
3.8万
4139
5045
59.9万
13.1万
6.4万
23.9万
25.3万
20.0万
1.0万
34.9万
26.7万
6.1万
9.3万
7.7万
3.3万
5.5万
7.0万
1.7万
4.9万
13.0万
2.4万
5890
2626
2.9万
1889
243.8万
30.6万
9.5万
55.9万
28.4万
23.5万
26.0万
8.6万
30.7万
6.6万
5.1万
4.4万
7.7万
2075
24.5万
6.5万
29.7万
18.5万
5.7万
48.1万
9.9万
1.8万
6.0万
36.3万
134.4万
64.3万
20.1万
11.6万
8.1万
7.3万
8.9万
19.5万
6040
19.9万
3600
4.4万
2.4万
25.6万
3.3万
2.9万
7.0万
16.3万
4.4万
2232
5603
12.2万
1.5万
178.0万
47.7万
7.0万
37.1万
18.9万
19.8万
22.3万
6.2万
9.8万
8673
9.9万
26.6万
21.3万
10.1万
5.7万
6.3万
17.5万
25.0万
4.2万
13.2万
5.6万
11.2万
1.5万
4.9万
3428
3304
1.3万
2.6万
4.0万
6.0万
28.9万
27.0万
66.6万
11.3万
5.0万
5.6万
3734
3.2万
4.8万
12.1万
6.6万
4035
6005
5.1万
7035
1.1万
1.2万
3.2万
3.8万
1.4万
8.5万
3.9万
8.7万
2284
26.6万
8.3万
32.2万
10.7万
9.6万
22.6万
4.2万
21.8万
22.6万
12.1万
2.7万
28.7万
6.6万
5.6万
10.6万
13.4万
2.5万
19.0万
1.4万
2.9万
6188
12.1万
10.2万
4419
7.0万
1.5万
1.1万
8507
14.5万
1.1万
12.1万
19.2万
42.8万
12.5万
14.8万
2.2万
7950
7.3万
8.4万
8.0万
12.4万
7339
4.1万
16.7万
1373
1.8万
2.3万
1.7万
1.2万
2.1万
2.9万
80.1万
2.0万
21.2万
18.8万
1.2万
5.7万
21.3万
16.6万
16.9万
8.8万
29.5万
38.1万
9.6万
24.0万
11.5万
5.1万
6531
6.0万
3726
2.0万
9957
1.2万
3.1万
3.7万
6.1万
8188
98.5万
19.7万
31.3万
26.3万
34.1万
23.0万
20.3万
21.1万
14.7万
19.8万
9.1万
8899
5.7万
8.2万
2.9万
2.5万
2.2万
1.9万
2.0万
6300
4.0万
11.6万
7.7万
7.1万
11.9万
10.6万
74.3万
22.7万
5.7万
1.3万
4.0万
19.8万
