0
482.3万
259.8万
263.0万
713.3万
398.1万
2933.9万
273.2万
486.3万
334.2万
286.1万
231.1万
190.0万
139.0万
349.4万
158.7万
152.3万
222.9万
2357.7万
527.1万
1954.3万
169.3万
78.5万
430.3万
184.0万
786.0万
197.9万
337.6万
113.0万
86.9万
327.7万
254.9万
263.7万
183.4万
230.4万
457.5万
391.2万
183.3万
742.9万
70.3万
442.2万
144.6万
164.7万
249.9万
472.6万
278.1万
210.2万
1747.4万
460.2万
161.1万
359.0万
317.8万
370.1万
322.7万
276.1万
642.5万
1445.5万
293.8万
2334.2万
184.7万
825.4万
1140.9万
303.4万
669.4万
562.0万
704.4万
215.2万
275.2万
508.8万
414.8万
160.8万
632.8万
387.8万
194.4万
1371.6万
194.4万
643.6万
224.1万
219.0万
227.2万
1448.3万
441.5万
1257.6万
645.9万
322.7万
873.1万
145.7万
180.3万
260.0万
333.3万
1304.4万
304.6万
287.9万
172.9万
144.3万
3049.2万
199.0万
301.0万
315.4万
287.2万
512.1万
204.9万
1832.5万
568.4万
1142.0万
1214.5万
486.7万
167.3万
1572.2万
309.1万
541.4万
652.9万
683.3万
493.3万
364.1万
625.9万
294.6万
2923.1万
373.6万
748.6万
194.3万
528.7万
170.3万
435.9万
797.0万
1142.7万
202.2万
242.7万
1910.6万
279.2万
126.6万
8855.3万
234.1万
547.0万
1483.8万
609.7万
342.5万
337.2万
576.1万
655.3万
727.3万
733.4万
988.7万
1897.0万
1178.6万
448.6万
501.0万
373.7万
412.9万
234.8万
353.7万
453.1万
679.4万
324.1万
400.5万
1089.3万
1700.7万
1472.7万
1668.4万
372.8万
393.4万
175.5万
605.8万
652.9万
214.0万
775.8万
382.5万
527.5万
573.5万
307.1万
160.0万
372.1万
529.9万
494.8万
1241.4万
365.1万
470.7万
453.6万
304.7万
254.9万
519.8万
65.5万
452.2万
1166.9万
1773.6万
534.7万
736.6万
537.1万
2585.5万
2631.9万
698.9万
2574.3万
686.3万
831.3万
810.6万
1211.5万
507.9万
293.3万
412.0万
539.6万
176.5万
154.2万
650.9万
861.5万
186.4万
1139.5万
90.7万
452.9万
345.1万
529.7万
194.1万
432.1万
738.4万
247.4万
812.7万
236.4万
344.8万
587.8万
176.9万
258.7万
514.6万
1590.1万
761.2万
1812.1万
284.8万
213.6万
151.9万
236.4万
